"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task5_EmailMasker/EmailMasker.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","4","12","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","4","23","Useless parentheses around `now / 100`.","Code Style","UselessParentheses"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","24","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","25","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","28","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","30","This statement should have braces","Code Style","ControlStatementBraces"
"11","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","31","This statement should have braces","Code Style","ControlStatementBraces"
"12","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","33","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"13","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","33","This statement should have braces","Code Style","ControlStatementBraces"
"14","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","45","This statement should have braces","Code Style","ControlStatementBraces"
"15","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","46","This statement should have braces","Code Style","ControlStatementBraces"
"16","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","47","This statement should have braces","Code Style","ControlStatementBraces"
"17","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task6_Personnummer/PersonnummerValidator.java","3","60","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task1_PasswordValidator/PasswordValidator.java","3","12","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task1_PasswordValidator/PasswordValidator.java","3","13","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","14","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","15","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","18","This for loop can be replaced by a foreach loop","Best Practices","ForLoopCanBeForeach"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","8","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task3_AnagramChecker/AnagramChecker.java","3","19","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task4_TextCleaner/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task5_EmailMasker/EmailMasker.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","17","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","4","20","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","4","31","Useless parentheses around `currentYear / 100`.","Code Style","UselessParentheses"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","32","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","33","This statement should have braces","Code Style","ControlStatementBraces"
"11","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","38","This statement should have braces","Code Style","ControlStatementBraces"
"12","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","40","This statement should have braces","Code Style","ControlStatementBraces"
"13","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject7/Task6_Personnummer/PersonnummerValidator.java","3","42","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task1_PasswordValidator/PasswordValidator.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task1_PasswordValidator/PasswordValidator.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task1_PasswordValidator/PasswordValidator.java","1","4","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task1_PasswordValidator/PasswordValidator.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","11","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","12","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","15","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task3_AnagramChecker/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task5_EmailMasker/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","23","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","4","26","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","37","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","38","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","41","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","49","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","58","This statement should have braces","Code Style","ControlStatementBraces"
"11","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","61","This statement should have braces","Code Style","ControlStatementBraces"
"12","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject8/Task6_Personnummer/PersonnummerValidator.java","3","66","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","20","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task1_PasswordValidator/PasswordValidator.java","3","20","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","14","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","15","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task3_AnagramChecker/AnagramChecker.java","3","11","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task4_TextCleaner/TextCleaner.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task5_EmailMasker/EmailMasker.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","17","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","4","20","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","34","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","35","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","46","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject9/Task6_Personnummer/PersonnummerValidator.java","3","52","This statement should have braces","Code Style","ControlStatementBraces"
